job_id,segment_index,segment,section_label
05b865e93e8e46579075562865973d3b,3240,* High School Diploma or equivalent preferred,Job Skills/Requirements
05b865e93e8e46579075562865973d3b,3289,"* Have basic computer skills (e.g. Outlook, Microsoft Office (Word, Excel)",Job Skills/Requirements
05b865e93e8e46579075562865973d3b,3365,**Preferred**,Job Skills/Requirements
05b865e93e8e46579075562865973d3b,3382,"* 4+ years of experience preforming assembly, manufacturing, sewing experience of valves/tissue",Job Skills/Requirements
05b865e93e8e46579075562865973d3b,3479,**WHAT WE OFFER**,Benefits
05b865e93e8e46579075562865973d3b,3498,"At Abbott, you can have a good job that can grow into a great career.",Benefits
05b865e93e8e46579075562865973d3b,3568,"We
offer:",Benefits
05b865e93e8e46579075562865973d3b,3581,* **A fast-paced work environment** where your safety is our priority,Benefits
05b865e93e8e46579075562865973d3b,3654,"* Production areas that are **clean, well-lit and temperature-controlled**",Benefits
05b865e93e8e46579075562865973d3b,3732,"*  **Training and career development** , with onboarding programs for new employees and tuition assistance",Benefits
05b865e93e8e46579075562865973d3b,3843,"* **Financial security** through competitive compensation, incentives and retirement plans",Benefits
05b865e93e8e46579075562865973d3b,3938,"* **Health care and well-being programs** including medical, dental, vision, wellness and occupational health programs",Benefits
05b865e93e8e46579075562865973d3b,4061,* **Paid time off**,Benefits
05b865e93e8e46579075562865973d3b,4084,* **401(k)** retirement savings with a generous company match,Benefits
05b865e93e8e46579075562865973d3b,4150,* **The stability of a company** with a record of strong financial performance and history of being actively involved in local communities,Benefits
05b865e93e8e46579075562865973d3b,4291,"**Learn more about our benefits that add real value to your life to help you
live fully:** [Link available when viewing the job]",Benefits
05b865e93e8e46579075562865973d3b,4421,"Follow your career aspirations to Abbott for diverse opportunities with a
company that provides the growth and strength to build your future.",Other
05b865e93e8e46579075562865973d3b,4563,"Abbott is
an Equal Opportunity Employer, committed to employee diversity.",EOE/Diversity
05b865e93e8e46579075562865973d3b,4638,"Connect with us at [Link available when viewing the job], on Facebook at [Link
available when viewing the job] and on Twitter @AbbottNews and @AbbottGlobal",Other
a8d6607798eb81b713163b670c614ada,0,VRC Investigations is currently expanding our investigations division.,About Company
a8d6607798eb81b713163b670c614ada,71,"Veracity Research Co. Investigations (VRC), is one of the nation’s leading and most experienced investigation companies.",About Company
a8d6607798eb81b713163b670c614ada,192,"We currently have career opportunities for experienced, self-determined, and highly motivated SURVEILLANCE INVESTIGATORS that would like to join our team of professionals in our efforts to deter and combat insurance fraud.",Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,415,We have part-time and full-time positions available in our rapidly growing Investigations Unit.,Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,511,We offer advancement opportunities in our Claims Investigations and Special Investigations Units.,Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,609,"The surveillance investigator position is a work from home, hourly, and non-exempt position.",Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,702,"The primary responsibilities of this position include but are not limited to: conducting various types of investigations, covert surveillance, and background checks.",Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,868,"Investigators will be required to record all findings into a clear and concise report, obtain video evidence, obtain recorded statements, testify as needed at hearings and trials, and work independently with minimal supervision.",Job Responsibilities/Summary
a8d6607798eb81b713163b670c614ada,1097,"The successful candidate will have related experience as either:*A private investigator*Honorably discharged from any military branch*Law enforcement*Loss prevention*Security*Criminal Justice degree
Applicants must meet the following requirements:
*Excellent verbal and written communication skills*Demonstrate ability to analyze information, develop logical questions and accurately report findings*Proficient in Microsoft Office programs*Excellent time management skills*Possess a valid driver’s license and provide MVR*Own a windows based laptop not older than 2 years*",Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1669,Own a suitable surveillance vehicle*,Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1706,"Be willing to travel *
Private Investigator license is mandatory in some states*",Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1787,Must pass a drug test and pre-employment testing*,Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1837,Upon job offer you must attend 2 weeks of formal training at our corporate training academy.,Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1930,Training will be followed up by on-the-job and specialized training.,Job Skills/Requirements
a8d6607798eb81b713163b670c614ada,1999,"Benefits:VRC provides their investigators with necessary equipment and comparable pay, to include drive time, above normal commute mileage reimbursement, company paid licensing fees in most states, and allowance for non-reimbursed business expenses.",Benefits
a8d6607798eb81b713163b670c614ada,2249,"VRC also offers medical, dental, disability benefits, as well as paid vacation, and a 401K/Profit Sharing retirement plan.",Benefits
a8d6607798eb81b713163b670c614ada,2372,Compensation:VRC full time employees are paid on a bi-weekly basis.,Benefits
a8d6607798eb81b713163b670c614ada,2440,Investigators are paid an hourly wage to commensurate with experience.,Benefits
a8d6607798eb81b713163b670c614ada,2511,"For more information, please visit our web site located at www.vrcinvestigations.com.",Other
2b71b7912a001fcc517f551d9ad459b3,0,Responsible for: Developing business opportunity within specific geographies served by The Quintin Group’s real estate team.,Job Responsibilities/Summary
2b71b7912a001fcc517f551d9ad459b3,125,"Achieving productivity, appointment setting and revenue targets while responding efficiently to customer inquiries (usually in form of sales leads) and cold calling.",Job Responsibilities/Summary
2b71b7912a001fcc517f551d9ad459b3,291,"Primary duties include servicing outbound listing leads, outbound calling, e-mail communication, coordination and scheduling of real estate buying and selling opportunities and overall management of sales pipeline through the sales cycle.",Job Responsibilities/Summary
2b71b7912a001fcc517f551d9ad459b3,530,"Job Expectations:
- Sales",Job Responsibilities/Summary
2b71b7912a001fcc517f551d9ad459b3,556,"Rep will be responsible for responding to outbound sales inquiries and outbound cold calling to set appointments for our team of field agents (Realtors) to meet with clients who are interested in buying or selling residential real estate- Maintain rigorous prospecting for new business and equally rigorous follow up with leads in your pipeline-Qualify potential customers for appointments with field agents to accurately convey motivation, competition and financial specifics
-Understand and adhere to local, state and federal laws regarding real estate brokerage services
-Accurately track and convey productivity and sales metrics to management and expect regular accountability meetings with direct manager and company owner-Participate in regular training and education requirements",Job Responsibilities/Summary
2b71b7912a001fcc517f551d9ad459b3,1344,"Other duties as assigned
Qualifications:- Passion for selling-Enthusiastic and self-starting approach-Demonstrable record of sales success against quota: commit fully to achieving and exceeding significant daily, weekly and monthly productivity and sales quotas
-Ability to communicate effectively (oral and written)
-Strong interpersonal skills- Extremely strong phone skills: ability to set and close appointments over the phone
-Be a phone animal: willingness and ability to spend 80 to 90% of workday on the phone
-Ability to use or quickly learn Google Apps/Calendar, MOJO (SaaS phone and dialing technology), BoomTown (real estate specific CRM and marketing technology), Multiple Listing Service and other technologies as needed
-Be a team player who thrives working with a tight knit company where their activities directly affect the bottom line
-Be open to growth and evolving into leadership positions within the Team
Salary: $12 an hour base plus bonus structure
Job Type: Full-time
Salary: $12.00 /hour
Required experience:
Real Estate: 1 year
Telemarketing: 3 years
Sales: 3 years
Required license or certification:Real Estate License",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,0,"Overview
Responsible for assisting the sushi chef in the preparation and production of sushi items for our guests in accordance with Benihana food preparations and service guidelines.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,184,Works in front of guests while preparing foods at the sushi bar and ensuring a fun and inviting experience.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,292,Maintains the cleanliness and sanitation of the sushi bar and equipment.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,366,"In accordance with Benihana’s service and cooking procedures:
Cleans and maintains sushi bar and equipment in safe and sanitary conditions.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,506,"Prepares sushi items and sides to include cooking of rice, preparation of vegetables, and cleaning of fish.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,614,Approximately 50% of time this function is performed in front of guests.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,687,"Performs shift opening and closing duties as assigned to include cleaning the neta cases, cutting boards, fryers, grills, equipment and floors.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,831,"Is knowledgeable about and complies with the Company’s standards on food portioning, cooking methods, quality standards, kitchen recipes, policies and procedures.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,994,"Maintains kitchen, cooking areas, sushi counters, kitchen equipment and food storage areas clean, sanitary and organized.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1116,Reports any kitchen/sushi equipment or maintenance issues to the manager on duty (MOD) and head sushi chef.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1224,Properly handles ready to eat food that is served raw.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1279,"Handles, stores, labels, and rotates foods properly and in accordance with public health safety, state and local laws.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1398,Follows Everclean Best Practices for food handling and storage.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1462,"Uses knives, hand tools, utensils, and equipment to portion, cut, slice, julienne, whip, beat, maintain holding temperature, chill, freeze or otherwise produce food.",Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1628,Presents a clean and neat appearance and uses a courteous manner with all guests.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1710,Immediately notifies MOD when guests are not satisfied with their experience or if an accident occurs.,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1813,Performs other duties as assigned by a supervisor Qualifications,Job Responsibilities/Summary
41f7a288d2f9d2cba87fe9ea77f133b7,1879,"Experience and Education:
Sushi Helper C –
Successful performance of the duties listed under Specific Job Duties, in addition:
Knowledge of basic sushi roll preparation and presentation
Approved food handling training as required by local and state laws",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2134,"Sushi Helper B –
Successful performance of all Sushi Helper C responsibilities, in addition:
Knowledge of all rolls and rice portion control
Ability to prepare and make piece sushi and rolls
Experience with proper fish cleaning techniques",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2374,"Sushi Helper A –
Successful performance of all Sushi Helper B responsibilities, in addition:
Knowledge of fish fileting techniques
Knowledge of special rolls and sashimi preparation & presentation",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2572,"Shift Flexibility: Must be able to work different shifts, include holidays, nights and weekends.",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2669,Must be able to work overtime as required.,Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2713,"Food Knowledge, Preparation, Production and Safety : Ability to prepare food for consumption with background knowledge of proper techniques and equipment to be used.",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2879,"Must be able to clearly explain how food is prepared, cooked, and served to guests.",Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,2963,Knowledge of industry standards on food storage and handling techniques is highly desirable.,Job Skills/Requirements
41f7a288d2f9d2cba87fe9ea77f133b7,3056,Knowledge of hibachi and beverages is a plus.,Job Skills/Requirements
eef690b462a307b2d86afc3463b23a8e,0,"Bobbitt Design Build is seeking an Estimator for immediate full time employment in our office located in Raleigh, NC / Columbia, SC.",Job Responsibilities/Summary
eef690b462a307b2d86afc3463b23a8e,133,Our integrated design-build approach offers a rigorous pace with hands-on involvement.,Benefits
eef690b462a307b2d86afc3463b23a8e,220,Bobbitt’s team-oriented environment provides the opportunity to be part of the turn-key process from beginning to completion.,Benefits
eef690b462a307b2d86afc3463b23a8e,346,Our ideal candidate will be savvy with excel and be able to read plans.,Job Responsibilities/Summary
eef690b462a307b2d86afc3463b23a8e,418,"Position Responsibilities:
Provide and communicate accurate and competitive cost of construction scopes of work
Identify and communicate constructability and budget concerns with Project Developers, Designers and Project Managers
Create and modify specifications and scope of work documents
Perform detailed takeoffs on conceptual / preliminary drawings, confirm subcontractor quantities on working drawings
Communicate take-off and quoted construction scopes of work and the related costs to Accounting and Project Management
Develop and maintain sound relationships with suppliers and subcontractors
Position Requirements:
Degree or Successful Construction Experience Providing Take-offs
Computer Literacy (MS Office Suite)
Extensive MS Excel aptitude
Estimating / Construction Software Experience (Procore, Bluebeam, Tekla, Trimble, etc)
Understanding of construction systems and the ability to “build it in your head”
Understanding of Geometry concepts and math skills
Construction quantity take-off and conversion skills, Both Digitally and on Hard Copies
Ability to read and produce construction documents",Job Responsibilities/Summary
86ee679678cd403db96804a3579105ce,0,"Cerebra Consulting Inc is a System Integrator and IT Services Solution
provider with a focus on Big Data, Business Analytics, Cloud Solutions, Amazon
Web Services, Salesforce, Oracle EBS, Peoplesoft, Hyperion, Oracle
Configurator, Oracle CPQ, Oracle PLM and Custom Application Development.",About Company
86ee679678cd403db96804a3579105ce,290,"Utilizing solid business experience, industry-specific expertise, and proven
methodologies, we consistently deliver measurable results for our customers.",About Company
86ee679678cd403db96804a3579105ce,444,"Cerebra has partnered with leading enterprise software companies and cloud
providers such as Oracle, Salesforce, Amazon and able to leverage these
partner relationships to deliver high-quality, end-to-end customer solutions
that are targeted to the needs of each customer.",About Company
86ee679678cd403db96804a3579105ce,722,**Salesforce Developer**,Job Title
86ee679678cd403db96804a3579105ce,748,"**Location: New Orleans, LA(Remote)**",Other
86ee679678cd403db96804a3579105ce,787,**7+ Months**,Other
86ee679678cd403db96804a3579105ce,804,"1. Minimum 3 years hand-on salesforce development on Sales Cloud which should include 
    1. Admin experience
    2.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,922,"Apex classes, batch Apex and VF development
    3.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,973,"Apex triggers
    4. REST API integration
    5. SOAP API integration
  2.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1048,"Ability to perform rapid production support including troubleshoot/debug code, failing test classes etc.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1155,"3. Java script and jQuery coding experience
  4. Platform Developer skill sets",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1236,"5. Develop code as per technical standards and best practices
  6. Salesforce community cloud development experience is a must.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1366,"7. Salesforce knowledge implementation
  8. Lightning experience standard Lightning UI and custom development using SLDS and Aura framework
  9. Data migration using VLOOKUP and Salesforce data loader
  10.",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1573,"Deployment using change sets, Eclipse and ANT",Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1623,Required Skills : Apex Coding VisualForce Rest/Soap,Job Skills/Requirements
86ee679678cd403db96804a3579105ce,1678,"Please send us the profiles at harish.donka@cerebra-consulting.com or call me
at 215-795-3717.",Other
7c5894b7c45a424b84878a778122fe2d,0,Read what people are saying about working here.,Other
7c5894b7c45a424b84878a778122fe2d,48,"Purpose:
Contributes to store profitability by ensuring KPIs for a defined area within the store are met or exceeded.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,166,"The core expectations include coordinating team members to provide the best possible balance of service and operations, resulting in a leading shopping experience.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,330,Assumes Store manager responsibilities in the absence of the Store Manager.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,406,"Key Accountabilities:
Allocates resources and organizes processes within assigned area of responsibility to drive efficiency and productivity in a variety of situations.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,576,"Create an appealing, easy-to-shop environment for customers by coordinating his/her team to consistently execute visual merchandising and housekeeping standards in assigned area of responsibility.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,773,Ensures the product offer available to customers is maximized in assigned area of responsibility by coordinating product replenishment from the stockroom to the sales floor.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,947,Supervises sales transactions to ensure quick and accurate processing while adhering to cash protection procedures.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1063,"Minimizes loss by implementing, monitoring and tracking all loss prevention activities.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1151,Maintains a safe shopping and working environment by ensuring company policy and procedures are adhered to within assigned area of responsibility.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1298,Applies knowledge of Retail KPIs to make commercial decisions that drive achievement of established sales targets.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1413,"Tracks performance data for assigned area (e.g. best sellers, space allocation, etc.) and makes necessary adjustments to drive productivity and efficiency.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1569,"Coaches, motivates and inspires individuals within area of responsibility to maximize and drive a performance culture.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1688,Is a role model for customer service and boosts sales and Brand experience by using advanced sales techniques and appropriate elements of the adidas customer service model.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1861,Guides and trains team members on basic core and seasonal product knowledge.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,1938,Uses advanced category expertise and enthusiasm for the Brand to drive sales and customer loyalty.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2037,Understand customer expectations and coaches team to meet or exceed them at all times.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2124,Actively supervises and coordinates team to ensure all customers receive the highest level of service.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2227,Actively collaborates and shares best practices to drive store team performance.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2308,"Supports the recruitment, onboarding, training and development of the store team.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2390,Communicates a desire to learn and seizes all available opportunities to drive own development and increase performance.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,2511,"Knowledge, Capabilities and Experience:
Must possess and consistently exhibit the competencies relative to the position.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,2632,"Excellent Skills in operating personal computers, POS systems, and various software packages including MS office.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,2746,Knowledge and understanding of profit and loss statement and store KPIs to make commercial decisions based on sound financial judgment.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,2882,Ability to learn and adapt quickly in a fast paced environment.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,2946,Strong interpersonal and communication skills including the ability to lead discussions in diverse groups of varying size.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3069,"Ability to operate independently and with discretion, and work effectively under pressure.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3160,Demonstrates an inspirational attitude that contributes to a positive team environment.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3248,Ability to build and maintain effective working relationships with team members along with willingness to set and maintain high standards of performance.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3402,"Well developed ability to speak, read, comprehend, and write English
Ability to maintain reliable and consistent attendance and punctuality.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3543,Ability and willingness to travel by car and air domestically.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3606,"While performing the duties of this job, the employee is occasionally exposed to outside weather conditions.",Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,3715,The noise level in the work environment is usually moderate.,Job Responsibilities/Summary
7c5894b7c45a424b84878a778122fe2d,3776,Physical Requirements:,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3799,"While performing the duties of this job, the employee is regularly required to talk or hear.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,3892,"The employee frequently is required to stand; walk; use hands to finger, handle, or feel; and reach with hands and arms.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4013,"The employee is occasionally required to sit; climb or balance; and stoop, kneel, crouch, crawl, and operate a Brannock device.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4141,The employee must frequently lift and/or move up to 25 pounds and occasionally lift and/or move up to 50 pounds.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4254,"Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, and ability to adjust focus.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4402,Must be 18 years or older.,Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4429,"Qualifications:
High School diploma or general education degree (GED)
Minimum 12 months experience working in a sports/fashion customer & commercial focused retail environment.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4606,"Advanced selling experience and comprehensive product, retail and industry understanding as well as supervisory experience.",Job Skills/Requirements
7c5894b7c45a424b84878a778122fe2d,4730,adidas participates in E-Verify.,Other
7c5894b7c45a424b84878a778122fe2d,4763,"For more information, click here.",Other
7c5894b7c45a424b84878a778122fe2d,4797,https://www.uscis.gov/e-verify,Other
41d7fde95bda4b3ab9af0f4b42083412,0,Overview,Job Responsibilities/Summary
41d7fde95bda4b3ab9af0f4b42083412,10,"**Machine Operator** , HIRING IMMEDIATELY, Bridgeview IL",Job Title
41d7fde95bda4b3ab9af0f4b42083412,68,"**$5,000 Sign Bonus**",Benefits
41d7fde95bda4b3ab9af0f4b42083412,92,**Incentives:**,Benefits
41d7fde95bda4b3ab9af0f4b42083412,109,Up to $20.99 per hour,Benefits
41d7fde95bda4b3ab9af0f4b42083412,133,****,Benefits
41d7fde95bda4b3ab9af0f4b42083412,139,**Machine Operator** available Day shifts: 7AM- 7PM,Job Title
41d7fde95bda4b3ab9af0f4b42083412,192,**Compensation:**,Benefits
41d7fde95bda4b3ab9af0f4b42083412,213,"* Starting rate up to $20.99 an hour
  * Sign-on Bonus*: $5000
  * Retention Bonus*: $1500
  * Eligible for annual & skill-based wage increases
  * Add EXTRA money to your paycheck by referring friends and family
  * Eligible for monthly bonus based upon plant productivity*",Benefits
41d7fde95bda4b3ab9af0f4b42083412,490,****,Benefits
41d7fde95bda4b3ab9af0f4b42083412,496,**Benefits:**,Benefits
41d7fde95bda4b3ab9af0f4b42083412,513,"* Medical (Comprehensive PPO, two HRA Plans and an HSA plan)
  * Dental (basic and comprehensive coverage)
  * Vision (basic and premier coverage)
  * Prescription drug coverage
  * 401K with a 6% company match (Eligible to participate from day one (1) with 100 % vesting in all company provided funds immediately)
  * New Hire Wellness Bonus (see plan details)
  * Healthcare and Dependent day care flexible spending accounts
  * Livongo diabetes program
  * Corporate discounts",Benefits
41d7fde95bda4b3ab9af0f4b42083412,995,****,Benefits
41d7fde95bda4b3ab9af0f4b42083412,1001,**TEXT TO APPLY PTVE @ 97211**,Other
41d7fde95bda4b3ab9af0f4b42083412,1033,Responsibilities,Job Responsibilities/Summary
41d7fde95bda4b3ab9af0f4b42083412,1051,**As a Thermoforming Machine Operator you will:**,Job Responsibilities/Summary
41d7fde95bda4b3ab9af0f4b42083412,1104,"* Safely and effectively operates thermoforming equipment to produce quality product
  * Troubleshoots line issues with minimal assistance
  * Maintains run efficiencies for the line and product type
  * Ensures quality of products on line and completes all of the necessary paperwork associated with running the line in a timely and accurate manner
  * Assists in production start ups and shutdowns
  *",Job Responsibilities/Summary
41d7fde95bda4b3ab9af0f4b42083412,1508,"Trains future technicians in both technical duties and good working practices
  * Communicates daily with shift management to target problem areas and devise action plans
  * Provides relief to employees working on line for breaks/lunches and assists other technicians as needed
  * Follows all Company established rules and policies
  * Adheres to all Safety rules and regulations
  * Ensures housekeeping in area(s) of responsibility is safe, clean and tidy",Job Responsibilities/Summary
41d7fde95bda4b3ab9af0f4b42083412,1969,"We are looking for prior experience as a Blow/Blown Film Operator, Extrusion
Operator, Thermoforming Operator, Slitter Operator and/or Plastics Machine
Operator!",Job Skills/Requirements
41d7fde95bda4b3ab9af0f4b42083412,2134,"* Candidates should have 3+ years of manufacturing experience, preferably in the plastics industry.",Job Skills/Requirements
